KERNEL=9, MODE=2	9.00977	9.11108	9.07202	9.08008	9.10596	9.07397	9.08667	9.1228	9.10718	9.08813	9.09009	9.146	9.12305	9.1333	9.16211	9.14404	9.09399	9.09399	9.10181	9.10693	
KERNEL=10, MODE=0	16.5449	16.0608	16.3447	16.6919	16.2639	16.4878	16.8828	16.2173	16.4053	16.3979	16.0862	16.1199	16.1367	16.1638	16.3337	16.1199	16.2729	16.1841	15.9143	16.1899	
KERNEL=10, MODE=1	16.072	16.073	16.2991	16.4543	16.1702	16.0261	16.3389	16.5259	16.3782	16.105	16.4131	16.2671	15.9468	16.47	16.3179	16.4341	16.3921	16.488	16.4441	16.4089	
KERNEL=10, MODE=2	9.00391	8.9939	9.02515	9.00391	9.00293	9.03296	9.01367	9.02417	9.0332	9.01001	9.07007	9.03418	9.03125	9.03589	9.06714	9.02222	9.00903	9.04712	9.03711	9.03101	
KERNEL=11, MODE=0	56.8569	56.8188	56.7322	56.854	56.989	56.9092	56.9102	56.7119	56.9299	56.7761	56.834	56.9319	56.7461	56.9961	56.9011	56.8801	56.9119	56.9688	56.8931	56.7	
KERNEL=11, MODE=1	57.1331	57.2432	57.2078	57.0291	56.8247	56.7329	56.9761	56.855	56.925	56.813	57.0852	56.875	57.0518	57.0779	57.0889	56.8311	56.958	56.7588	56.908	56.8149	
KERNEL=11, MODE=2	42.1719	42.166	41.3191	42.1321	42.1321	42.1873	42.1809	42.1692	42.186	42.188	42.167	42.1311	42.1533	42.1221	42.2031	42.1699	42.1929	42.155	42.1433	42.1909	
KERNEL=12, MODE=0	106.353	102.347	108.965	101.772	104.981	105.07	104.571	104.03	103.635	103.044	105.904	101.793	107.798	102.344	103.236	103.905	104.315	104.963	104.584	108.352	
KERNEL=12, MODE=1	105.325	107.738	104.987	104.07	107.626	102.553	104.579	106.186	106.371	108.011	108.581	102.556	103.866	103.182	102.975	103.648	102.031	109.012	106.33	102.385	
KERNEL=12, MODE=2	123.087	123.126	123.082	123.088	123.101	123.057	123.216	123.088	123.125	123.113	123.096	123.098	123.003	123.092	123.144	123.065	123.073	123.096	123.065	123.049	
