KERNEL=9, MODE=1	10.2151	10.1709	10.2939	10.176	10.1841	10.3091	10.292	9.91699	10.1318	10.4453	9.89429	9.86694	9.95996	10.1912	10.2271	9.91895	10.0032	10.1372	10.0342	9.98999	
KERNEL=9, MODE=2	8.76172	8.59888	8.57715	8.72485	8.68701	8.60889	8.79712	8.63013	8.68896	8.61792	8.86011	8.51611	10.2708	8.76099	8.79614	8.72168	8.7373	8.71704	8.72021	8.74805	
KERNEL=10, MODE=0	10.1758	10.4929	10.2502	10.5681	10.4348	10.7219	10.2158	11.8721	10.2019	10.6621	10.3259	10.176	10.408	10.4629	10.481	10.572	10.3079	10.4929	10.6929	10.4534	
KERNEL=10, MODE=1	10.459	10.4187	10.4077	10.1279	9.95386	10.2642	10.6711	10.4854	10.5552	10.6091	10.2241	10.478	10.2209	10.124	10.3271	10.395	10.177	10.322	10.7729	10.2769	
KERNEL=10, MODE=2	8.81689	8.63721	8.68286	8.80811	8.802	8.80493	8.75586	8.68896	9.04565	8.83691	8.67603	8.84692	8.62427	8.7229	8.71533	8.72583	8.65601	8.92114	8.81494	8.68286	
KERNEL=11, MODE=0	24.4031	24.377	24.2661	24.2039	24.1909	24.1921	24.4148	24.0527	24.2488	24.165	24.23	24.061	24.4487	24.3601	24.1541	24.1169	24.241	24.1382	24.4709	23.9399	
KERNEL=11, MODE=1	24.4839	24.189	24.1978	24.3293	24.574	24.5212	23.9712	24.1353	24.1731	23.998	24.282	24.1899	24.5271	24.21	24.3318	23.938	23.9111	24.2471	24.0569	24.375	
KERNEL=11, MODE=2	28.5439	28.0171	28.2141	27.905	28.4258	28.374	27.9241	28.4719	28.594	28.3601	28.2932	28.261	28.3101	27.9561	28.0081	28.0029	28.4158	28.0042	28.4402	28.4199	
KERNEL=12, MODE=0	31.9788	31.7231	31.5649	31.491	31.6189	31.6621	31.5459	31.697	31.5149	31.7761	31.5581	32.0471	31.9231	31.6211	31.896	32.4668	31.731	31.7798	31.7029	32.2129	
KERNEL=12, MODE=1	31.832	31.8352	31.3779	32.4092	31.3853	31.7273	32.0908	31.698	31.5659	31.7212	31.52	31.45	31.7261	31.5872	31.7268	31.8149	31.5969	32.532	32.4702	31.7048	
KERNEL=12, MODE=2	116.91	116.33	116.362	116.782	116.928	116.763	116.892	116.74	116.797	116.706	116.107	117.204	116.366	116.878	116.975	116.362	116.896	116.93	116.713	116.748	
